,Z21
2005-01-13 09:00:00,-92.30365163860665
2005-01-13 10:00:00,30.026579339719774
2005-01-13 11:00:00,-3.9542051413848185
2005-01-13 12:00:00,-14.130548053907887
2005-01-13 13:00:00,-1.458065885582073
2005-01-13 14:00:00,-18.052693671079396
2005-01-13 15:00:00,-27.13256299224463
2005-01-13 16:00:00,-0.01071179827135893
2005-01-13 17:00:00,71.1726557672689
2005-01-13 18:00:00,54.2795987769573
2005-01-13 19:00:00,-24.888140908100922
2005-01-13 20:00:00,-103.77366922405326
2005-01-13 21:00:00,-192.17491244431903
2005-01-13 22:00:00,-170.61549718834976
2005-01-13 23:00:00,-126.6622751148468
2005-01-14 00:00:00,-93.67802610652825
2005-01-14 01:00:00,-70.84892814906084
2005-01-14 02:00:00,-58.26313652750832
2005-01-14 03:00:00,-43.5385262100458
2005-01-14 04:00:00,-49.08774498158755
2005-01-14 05:00:00,-10.38240359986139
2005-01-14 06:00:00,-28.416724552097776
2005-01-14 07:00:00,3.680982057343954
2005-01-14 08:00:00,-35.31035014681311
2005-01-14 09:00:00,-51.23937727172142
2005-01-14 10:00:00,-94.45196209181404
2005-01-14 11:00:00,-75.05898806980713
2005-01-14 12:00:00,-82.32024964484935
2005-01-14 13:00:00,-72.34013404583811
2005-01-14 14:00:00,-45.51426233481561
2005-01-14 15:00:00,-45.5626230534217
2005-01-14 16:00:00,-36.24185686588862
2005-01-14 17:00:00,-12.265173661148765
2005-01-14 18:00:00,-7.213074595265425
2005-01-14 19:00:00,-35.28242248508195
2005-01-14 20:00:00,-12.779757732910184
2005-01-14 21:00:00,-10.79748567238903
2005-01-14 22:00:00,-0.5693448647152763
2005-01-14 23:00:00,14.369933840056092
2005-01-15 00:00:00,-58.331999158680446
2005-01-15 01:00:00,-68.78528269602066
2005-01-15 02:00:00,-59.09941821525763
2005-01-15 03:00:00,-58.31322068101281
2005-01-15 04:00:00,-57.648859141404955
2005-01-15 05:00:00,-113.65554628329664
2005-01-15 06:00:00,-163.0923307036296
2005-01-15 07:00:00,-99.89721768952268
2005-01-15 08:00:00,-109.12183169618584
2005-01-15 09:00:00,-72.98158042729983
2005-01-15 10:00:00,-37.715387088133866
2005-01-15 11:00:00,-26.07167806787902
2005-01-15 12:00:00,-114.4895746929451
2005-01-15 13:00:00,-133.80790049817688
2005-01-15 14:00:00,-175.57340151215476
2005-01-15 15:00:00,-161.52236569335173
2005-01-15 16:00:00,-219.72161957604294
2005-01-15 17:00:00,-144.5475506937555
2005-01-15 18:00:00,-85.04844271587763
2005-01-15 19:00:00,-142.52243222116476
2005-01-15 20:00:00,-127.63886270215289
2005-01-15 21:00:00,-122.20671441840568
2005-01-15 22:00:00,-107.71366805923935
2005-01-15 23:00:00,-135.98805682484
2005-01-16 00:00:00,-149.44290941594818
2005-01-16 01:00:00,-129.53671292041145
2005-01-16 02:00:00,-109.39091259263705
2005-01-16 03:00:00,-106.39177756485287
2005-01-16 04:00:00,-92.51614200285621
2005-01-16 05:00:00,-80.25096280594653
2005-01-16 06:00:00,-13.948007775202768
2005-01-16 07:00:00,-2.3692407698299576
2005-01-16 08:00:00,-24.923497597475944
2005-01-16 09:00:00,-34.88729365387462
2005-01-16 10:00:00,-40.2841812151064
2005-01-16 11:00:00,-56.22768279282991
2005-01-16 12:00:00,-80.18583667426856
2005-01-16 13:00:00,-72.72916740509527
2005-01-16 14:00:00,-79.00074011071547
2005-01-16 15:00:00,-109.40143990378965
2005-01-16 16:00:00,-152.922107011565
2005-01-16 17:00:00,-87.00921196466334
2005-01-16 18:00:00,-85.61230018843844
2005-01-16 19:00:00,-89.7871763407129
2005-01-16 20:00:00,-104.28988926438706
2005-01-16 21:00:00,-79.43498371263877
2005-01-16 22:00:00,7.305486345624104
2005-01-16 23:00:00,21.647144773100536
2005-01-17 00:00:00,42.016890444977435
2005-01-17 01:00:00,62.171325275867275
2005-01-17 02:00:00,84.67432546985765
2005-01-17 03:00:00,86.08803471270676
2005-01-17 04:00:00,104.89348808754312
2005-01-17 05:00:00,45.60142389890734
2005-01-17 06:00:00,-50.47426132699502
2005-01-17 07:00:00,41.852846519837385
2005-01-17 08:00:00,101.09817276136664
2005-01-17 09:00:00,38.23283186394974
2005-01-17 10:00:00,23.31563731701135
2005-01-17 11:00:00,50.892176411443415
2005-01-17 12:00:00,92.53437142493112
2005-01-17 13:00:00,32.36878594525842
2005-01-17 14:00:00,36.23196839938646
2005-01-17 15:00:00,18.385242148200632
2005-01-17 16:00:00,14.935697866834289
2005-01-17 17:00:00,67.4020680496501
2005-01-17 18:00:00,86.25589110957162
2005-01-17 19:00:00,88.84987373786498
2005-01-17 20:00:00,87.27723284476224
2005-01-17 21:00:00,130.3371017978875
2005-01-17 22:00:00,185.38305079261454
2005-01-17 23:00:00,139.39930847681717
2005-01-18 00:00:00,135.432388130841
2005-01-18 01:00:00,87.52228649326617
2005-01-18 02:00:00,88.73368085582297
2005-01-18 03:00:00,42.803737112553335
2005-01-18 04:00:00,69.95067751900297
2005-01-18 05:00:00,75.99211151683676
2005-01-18 06:00:00,71.40044035689016
2005-01-18 07:00:00,32.88599633542981
2005-01-18 08:00:00,47.10907155120685
2005-01-18 09:00:00,-15.465590138729567
2005-01-18 10:00:00,-13.320237264972548
2005-01-18 11:00:00,-35.748176979896016
2005-01-18 12:00:00,-37.48028100553938
2005-01-18 13:00:00,-63.427423132160584
2005-01-18 14:00:00,-109.15622500313748
2005-01-18 15:00:00,-89.50778754005569
2005-01-18 16:00:00,-103.31658280074998
2005-01-18 17:00:00,-65.89822524799501
2005-01-18 18:00:00,-52.011812300082966
2005-01-18 19:00:00,-80.46980729246616
2005-01-18 20:00:00,-65.32256424407433
2005-01-18 21:00:00,-149.71718396902088
2005-01-18 22:00:00,-82.93055701480444
2005-01-18 23:00:00,-91.66033899954664
2005-01-19 00:00:00,-152.64223468919
2005-01-19 01:00:00,-111.32427007693377
2005-01-19 02:00:00,-131.34563039711247
2005-01-19 03:00:00,-106.49452547010787
2005-01-19 04:00:00,-49.34014894838856
2005-01-19 05:00:00,-79.05822395477117
2005-01-19 06:00:00,-7.73509439189138
2005-01-19 07:00:00,-2.0646208080815995
2005-01-19 08:00:00,21.784595712834744
2005-01-19 09:00:00,46.54807637451222
2005-01-19 10:00:00,148.4817515095242
2005-01-19 11:00:00,181.75221507633114
2005-01-19 12:00:00,193.14236700415813
2005-01-19 13:00:00,147.17407059480593
2005-01-19 14:00:00,139.22721049608572
2005-01-19 15:00:00,89.66137285898412
2005-01-19 16:00:00,40.94347118362293
2005-01-19 17:00:00,25.11968012941361
2005-01-19 18:00:00,54.705050031208884
2005-01-19 19:00:00,39.11460531022931
2005-01-19 20:00:00,20.938739995389824
2005-01-19 21:00:00,-29.008494778788645
2005-01-19 22:00:00,8.951168900906396
2005-01-19 23:00:00,35.721290462564866
2005-01-20 00:00:00,17.15556053203909
2005-01-20 01:00:00,40.04232464914912
2005-01-20 02:00:00,9.847874778497044
2005-01-20 03:00:00,-14.418243112364962
2005-01-20 04:00:00,-14.836737210514912
2005-01-20 05:00:00,0.5167425508643646
2005-01-20 06:00:00,3.24520332277325
2005-01-20 07:00:00,16.378007157361935
2005-01-20 08:00:00,67.84797481182432
2005-01-20 09:00:00,53.31124874495026
2005-01-20 10:00:00,34.67615185567365
2005-01-20 11:00:00,-5.994482255765433
2005-01-20 12:00:00,-23.80760317129534
2005-01-20 13:00:00,0.22148893702797068
2005-01-20 14:00:00,24.27861573186101
2005-01-20 15:00:00,2.823680861251887
2005-01-20 16:00:00,-33.31498634476566
2005-01-20 17:00:00,-60.40585988782823
2005-01-20 18:00:00,-45.693191331045455
2005-01-20 19:00:00,-36.56023376439089
2005-01-20 20:00:00,-38.20715349470265
2005-01-20 21:00:00,-84.48525266163006
2005-01-20 22:00:00,-45.47952088968759
2005-01-20 23:00:00,-14.903218357740116
2005-01-21 00:00:00,-30.911986241253544
2005-01-21 01:00:00,-39.32609501674915
2005-01-21 02:00:00,-48.89458622396023
2005-01-21 03:00:00,-77.75255822449571
2005-01-21 04:00:00,-7.848139961035486
2005-01-21 05:00:00,-46.922058435527106
2005-01-21 06:00:00,-80.03910107851607
2005-01-21 07:00:00,-23.78252290630371
2005-01-21 08:00:00,-10.580742504024784
2005-01-21 09:00:00,-117.35118048677668
2005-01-21 10:00:00,-160.75806099109195
2005-01-21 11:00:00,-212.78749701313018
2005-01-21 12:00:00,-271.35202270040054
2005-01-21 13:00:00,-262.5529967141938
2005-01-21 14:00:00,-274.8241889135952
2005-01-21 15:00:00,-247.11107202701987
2005-01-21 16:00:00,-284.3106576304044
2005-01-21 17:00:00,-196.68593608509627
2005-01-21 18:00:00,-122.50551270720553
2005-01-21 19:00:00,-78.35059281202984
2005-01-21 20:00:00,-149.53971628979525
2005-01-21 21:00:00,-225.9627402154074
2005-01-21 22:00:00,-205.4619851006687
2005-01-21 23:00:00,-188.67885019855748
2005-01-22 00:00:00,-210.5948719926596
2005-01-22 01:00:00,-241.53428717868837
2005-01-22 02:00:00,-211.13474949814554
2005-01-22 03:00:00,-215.1265521446985
2005-01-22 04:00:00,-170.99042592207934
2005-01-22 05:00:00,-155.58014977213452
2005-01-22 06:00:00,-78.64656234861968
2005-01-22 07:00:00,-61.61670517607672
2005-01-22 08:00:00,33.334061580301295
2005-01-22 09:00:00,63.42006233739585
2005-01-22 10:00:00,148.10530274040093
2005-01-22 11:00:00,259.83278745060943
2005-01-22 12:00:00,355.560953367667
2005-01-22 13:00:00,391.4927901449232
2005-01-22 14:00:00,329.50346925183067
2005-01-22 15:00:00,178.85357966513675
2005-01-22 16:00:00,132.0932257874224
2005-01-22 17:00:00,95.11554020535323
2005-01-22 18:00:00,134.98892688436536
2005-01-22 19:00:00,121.90590749931607
2005-01-22 20:00:00,90.65783288047896
2005-01-22 21:00:00,64.39797239879272
2005-01-22 22:00:00,161.76900145929812
2005-01-22 23:00:00,161.83586634252651
2005-01-23 00:00:00,147.07800401406348
2005-01-23 01:00:00,199.65452444691073
2005-01-23 02:00:00,230.4562661843479
2005-01-23 03:00:00,257.1096616732966
2005-01-23 04:00:00,253.47637551226308
2005-01-23 05:00:00,168.4923959466969
2005-01-23 06:00:00,197.33316223056136
2005-01-23 07:00:00,184.68337805055762
2005-01-23 08:00:00,201.99471835003624
2005-01-23 09:00:00,172.6276715604854
2005-01-23 10:00:00,256.9563629956165
2005-01-23 11:00:00,278.69680436212275
2005-01-23 12:00:00,228.8554841682767
2005-01-23 13:00:00,199.96266657552815
2005-01-23 14:00:00,159.5239797359718
2005-01-23 15:00:00,87.86692479798648
2005-01-23 16:00:00,84.14203096227993
2005-01-23 17:00:00,53.25980667033218
2005-01-23 18:00:00,231.0783085343005
2005-01-23 19:00:00,192.0647950752459
2005-01-23 20:00:00,175.3600811921192
2005-01-23 21:00:00,106.111886116395
2005-01-23 22:00:00,107.95183169118764
2005-01-23 23:00:00,79.03946369179857
2005-01-24 00:00:00,34.389904629213106
2005-01-24 01:00:00,29.909293173257083
2005-01-24 02:00:00,-3.7829917405160813
2005-01-24 03:00:00,-15.337189739729638
2005-01-24 04:00:00,-52.73817769955804
2005-01-24 05:00:00,-73.91465994142936
2005-01-24 06:00:00,-132.8278885427485
2005-01-24 07:00:00,-58.89606987648858
2005-01-24 08:00:00,-2.658169149765399
2005-01-24 09:00:00,4.830798174004485
2005-01-24 10:00:00,93.49712084379735
2005-01-24 11:00:00,159.51907789298866
2005-01-24 12:00:00,183.25715751225016
2005-01-24 13:00:00,199.50408515975005
2005-01-24 14:00:00,205.4044852000493
2005-01-24 15:00:00,198.4319597842441
2005-01-24 16:00:00,126.59535684425919
2005-01-24 17:00:00,133.27599739368497
2005-01-24 18:00:00,200.50047949458303
2005-01-24 19:00:00,178.18856385876916
2005-01-24 20:00:00,133.11396140025727
2005-01-24 21:00:00,118.74996466616813
2005-01-24 22:00:00,199.4909987859619
2005-01-24 23:00:00,169.87095544580097
2005-01-25 00:00:00,185.1457154769405
2005-01-25 01:00:00,153.18673845996045
2005-01-25 02:00:00,110.71995567693193
2005-01-25 03:00:00,22.48997458244503
2005-01-25 04:00:00,-38.903031009076585
2005-01-25 05:00:00,-93.78921682019109
2005-01-25 06:00:00,-171.83760942448862
2005-01-25 07:00:00,-141.55370725154717
2005-01-25 08:00:00,-37.40887049767116
2005-01-25 09:00:00,53.57490044569795
2005-01-25 10:00:00,26.75434163482987
2005-01-25 11:00:00,56.973730456069006
2005-01-25 12:00:00,-0.403682779398423
2005-01-25 13:00:00,2.5607162311889624
2005-01-25 14:00:00,-2.3184865628727493
2005-01-25 15:00:00,12.624216785968201
2005-01-25 16:00:00,4.358486936752797
2005-01-25 17:00:00,42.643586925815725
2005-01-25 18:00:00,-19.375181061472176
2005-01-25 19:00:00,-22.544860842947855
2005-01-25 20:00:00,-45.640583677465656
2005-01-25 21:00:00,-27.086928036266727
2005-01-25 22:00:00,23.329948636864174
2005-01-25 23:00:00,95.6127796901169
2005-01-26 00:00:00,75.46913809725265
2005-01-26 01:00:00,111.66765636112314
2005-01-26 02:00:00,162.98325011417091
2005-01-26 03:00:00,133.48750581764216
2005-01-26 04:00:00,174.37188613057424
2005-01-26 05:00:00,144.70309559917905
2005-01-26 06:00:00,149.84109522009976
2005-01-26 07:00:00,152.33154098516889
2005-01-26 08:00:00,108.0794334281295
2005-01-26 09:00:00,68.39714653302553
2005-01-26 10:00:00,74.78045400288602
2005-01-26 11:00:00,23.128557469784027
2005-01-26 12:00:00,-14.710044252648004
2005-01-26 13:00:00,11.419930818493413
2005-01-26 14:00:00,30.951419100650583
2005-01-26 15:00:00,29.626170451701
2005-01-26 16:00:00,72.52258243503229
2005-01-26 17:00:00,114.49423664227925
2005-01-26 18:00:00,21.002671027285032
2005-01-26 19:00:00,-12.848416719065881
2005-01-26 20:00:00,28.05834789709843
2005-01-26 21:00:00,34.73729200714615
2005-01-26 22:00:00,101.32593223904087
2005-01-26 23:00:00,84.89707140102382
2005-01-27 00:00:00,89.28310729117493
2005-01-27 01:00:00,93.29268179702285
2005-01-27 02:00:00,111.03434051853446
2005-01-27 03:00:00,108.2714376484314
2005-01-27 04:00:00,78.2163477865447
2005-01-27 05:00:00,79.98099917095624
2005-01-27 06:00:00,136.5427314592739
2005-01-27 07:00:00,118.49858852761099
2005-01-27 08:00:00,-32.22539331100006
2005-01-27 09:00:00,-97.70276250312736
2005-01-27 10:00:00,-159.34838045460765
2005-01-27 11:00:00,-239.24203003051798
2005-01-27 12:00:00,-220.29702967658204
2005-01-27 13:00:00,-215.14681727311154
2005-01-27 14:00:00,-246.39017366779763
2005-01-27 15:00:00,-226.46643121407078
2005-01-27 16:00:00,-214.82882762175132
2005-01-27 17:00:00,-172.34201747300722
2005-01-27 18:00:00,-84.03907329478943
2005-01-27 19:00:00,-18.826829791530145
2005-01-27 20:00:00,-20.960854699625543
2005-01-27 21:00:00,-42.17704948666278
