Hour,Demand
153,1634.6912
154,1564.97344
155,1520.82016
156,1547.07456
157,1688.67808
158,1896.9552
159,2135.43648
160,2011.92312
161,1136.09064
162,726.75768
163,478.20168
164,115.8636
165,0
166,0
167,0
168,348.78472
169,1129.81296
170,2487.91296
171,2489.60352
172,2393.60288
173,2273.63712
174,2101.54752
175,1771.3568
176,1525.62048
177,1405.32288
178,1350.92576
179,1385.88448
180,1427.29184
181,1586.5312
182,1755.67712
183,1986.49536
184,1917.71104
185,921.3868
186,290.85912
187,0
188,0
189,0
190,0
191,0
192,313.16952
193,1013.85536
194,2438.79072
195,2482.4048
196,2432.69408
197,2301.31104
198,2076.39296
199,1757.86976
200,1461.38752
201,1311.6512
202,1257.58784
203,1388.46048
204,1461.39872
205,1662.112
206,2011.86976
207,2476.71456
208,2548.59216
209,1571.08704
210,978.87488
211,586.52816
212,357.04728
213,295.63008
214,241.53528
215,408.564
216,739.03992
217,1354.05256
218,2635.84032
219,2690.25504
220,2647.59488
221,2575.4976
222,2294.75776
223,1952.71136
224,1701.82592
225,1599
226,1523
227,1497
228,1564
229,1748.7152
230,2070.45408
231,2525.12864
232,2601.60504
233,1618.00688
234,1092.3
235,780
236,387.48832
237,99.93568
238,59.48808
239,223.15776
240,669.32712
241,1499.19032
242,2679.23264
243,2719
244,2657.58176
245,2573.68576
246,2302.1104
247,1949.80544
248,1685.44576
249,1566.1808
250,1492.12512
251,1488.90208
252,1555.2304
253,1741.42432
254,2066.8
255,2516.33184
256,2762.36128
257,2279.04944
258,1796.17816
259,1504.33152
260,1218.17056
261,1024.08816
262,790.63264
263,581.48784
264,926.49608
265,1818.45272
266,2679.13408
267,2651.98016
268,2607.34912
269,2519.01024
270,2248.92416
271,1984.21344
272,1741.9808
273,1630.68576
274,1507.96896
275,1427.50464
276,1528.56
277,1742.64096
278,2044.2144
279,2449.21888
280,2677.51808
281,1977.25184
282,1501.73896
283,1125.61448
284,905.61088
285,538.91416
286,444.20832
287,458.25672
288,660.93504
289,1275.09232
290,2674.61952
291,2698.25408
292,2639.0688
293,2579.03008
294,2324.5344
295,1988.67904
296,1764.98656
297,1617.21216
298,1541.75136
299,1466.6192
300,1540.89952
301,1725.84672
302,1973.62272
303,2410.71456
304,2441.73456
305,1493.56936
306,957.4276
307,626.56384
308,202.80232
309,0
310,0
311,81.91904
312,501.61272
313,1102.23216
314,2585.08128
315,2572.65696
316,2515.66848
317,2467.2336
318,2221.46944
319,1928.33696
320,1721.8048
321,1601.40448
322,1501.7968
323,1501.56544
324,1551.152
325,1697.78784
326,1930.21376
327,2219.17216
328,2345.64208
329,1824.23656
330,1772.18192
331,1683.8412
332,1333.00312
333,1186.64704
334,1004.83512
335,841.46896
336,881.21296
337,1438.75648
338,2521.21376
339,2536.4208
340,2465.59744
341,2404.72992
342,2151.82368
343,1849.52544
344,1561.13024
345,1450.7808
346,1338.05248
347,1356.09024
348,1439.464
349,1563.51584
350,1795.7136
351,2013.5136
352,2173.42304
353,1697.68744
354,1350.39208
355,884.4648
356,601.59656
357,343.23336
358,498.896
359,868.38192
360,1117.4812
361,1682.82936
362,2488.36448
363,2528.93152
364,2458.34176
365,2365.1296
366,2057.50176
367,1751.29824
368,1471.81248
369,1334.12512
370,1251.39168
371,1287.39168
372,1383.17216
373,1558.24576
374,1854.99392
375,2216.6912
376,2445.15776
377,1674.89592
378,1087.83464
379,852.82568
380,781.24272
381,708.44504
382,712.65392
383,915.56272
384,1060.73376
385,1637.55096
386,2686.64992
387,2735.93344
388,2683.0704
389,2596.70144
390,2337.32992
391,2010.06432
392,1736.69504
393,1618.45312
394,1537.28096
395,1516.39744
396,1598.08256
397,1793.30688
398,2063.40736
399,2546.50432
400,2660.53768
401,1756.11
402,1222.46944
403,833.16896
404,368.84624
405,59.56896
406,18.41248
407,155.77824
408,518.7412
409,1247.78976
410,2748.38976
411,2832.51744
412,2790.88832
413,2719.97824
414,2420.3472
415,2069.16928
416,1824.7824
417,1704
418,1612.73888
419,1587.92128
420,1660.90528
421,1860.49952
422,2196.01984
423,2646.38976
424,2571.56248
425,1677.68888
426,1120.52824
427,763.5324
428,329.26896
429,0
430,0
431,95.17448
432,497.45416
433,1246.93472
434,2719
435,2797
436,2745.84768
437,2677.04064
438,2465.192
439,2181.97824
440,1949.86944
441,1801
442,1690
443,1635.97824
444,1681.35936
445,1849.93824
446,2169.46208
447,2607.44064
448,2671.76904
449,1616.95768
450,1139.85328
451,837.8108
452,415.33512
453,120.91056
454,47.2984
455,117.21992
456,575.58896
457,1380.76456
458,2709.496
459,2755.83008
460,2691.93408
461,2601.09664
462,2345.088
463,1981.82272
464,1726.80576
465,1570.20672
466,1492.97312
467,1442.54432
468,1510.17248
469,1695.07328
470,2023.6656
471,2421.38272
472,2627.07512
473,2063.1964
474,1066.69248
475,672.1764
476,346.33048
477,96.06504
478,70.68904
479,158.53952
480,662.32928
481,1553.99456
482,2650.49088
483,2661.00064
484,2577.74688
485,2465.912
486,2275.90016
487,2092.38912
488,1937.84704
489,1838.83072
490,1719.6992
491,1660.83008
492,1680.54816
493,1748.1856
494,1866.07008
495,1987.872
496,2093.8016
497,2122.10608
498,1609.592
499,1335.1928
500,838.36664
501,453.8088
502,127.84584
503,270.76664
504,437.22592
505,1119.08376
506,2283.34272
507,2328.30208
508,2366.52448
509,2344.12768
510,2210.30912
511,2067.29056
512,1824.69856
513,1644.08224
514,1622.99456
515,1727.24224
516,1790.8544
517,1828.73376
518,1936.49248
519,2129.92672
520,2172.84856
521,1525.45632
522,978.46288
523,728.51616
524,521.72496
525,769.85128
526,869.25536
527,422.88032
528,537.44904
529,1103.476
530,2514.31488
531,2541.62432
532,2503.12096
533,2426.09408
534,2272.67008
535,2016.31936
536,1821.60032
537,1729.76352
538,1674.48064
539,1662.33856
540,1725.17696
541,1878.68032
542,2109.36864
543,2441.70368
544,2614.87488
545,1887.78648
546,1480.34256
547,1301.75984
548,1188.5504
549,1136.31112
550,1292.68872
551,1274.19536
552,1416.35984
553,2041.658
554,2567.37984
555,2649.32896
556,2575.29088
557,2524.00384
558,2337.23488
559,2080.38176
560,1860.4096
561,1714.1168
562,1613.58528
563,1572.96
564,1625.00704
565,1796.64576
566,2121.73824
567,2477.38048
568,2621.39216
569,1989.37752
570,1545.60328
571,957.36432
572,351.61792
573,7.67024
574,306.86968
575,919.23648
576,1013.92616
577,1263.79848
578,2672.24768
579,2720.15392
580,2642.24064
581,2528.30336
582,2232.6528
583,1899.7504
584,1634.8672
585,1512.1888
586,1447.20032
587,1425.83808
588,1463.53888
589,1618.84704
590,1983.43424
591,2428.66048
592,2512.08544
593,1520.27904
594,968.216
595,601.28744
596,230.00984
597,0
598,0
599,47.8888
600,448.36696
601,1132.31472
602,2608.48704
603,2677.8912
604,2676.67264
605,2483.63328
606,2301.60672
607,1973.06208
608,1697.24832
609,1505.24064
610,1477.02688
611,1441.5008
612,1496.2368
613,1701.0128
614,2017.24544
615,2450.82848
616,2397.69096
617,1470.686
618,951.43848
619,663.2724
620,262.65904
621,0
622,0
623,81.08688
624,451.67128
625,1150.68376
626,2524.05536
627,2617.8816
628,2541.70176
629,2484.5856
630,2152.86432
631,1847.30912
632,1587.79904
633,1487.40576
634,1435.12992
635,1432.78976
636,1502.79552
637,1664.72544
638,1932.35264
639,2328.048
640,2410.35808
641,1807.21168
642,1352.3896
643,845.90056
644,597.06976
645,292.26632
646,223.62864
647,341.39608
648,452.97864
649,976.41688
650,2386.47328
651,2534.12672
652,2422.568
653,2286.88224
654,2041.7216
655,1796.33312
656,1639.11904
657,1482.20736
658,1415.74592
659,1390.9296
660,1445.31392
661,1590.16928
662,1814.11264
663,2012.90848
664,1809.11096
665,991.02752
666,437.7452
667,115.10368
668,0
669,0
670,0
671,0
672,0
673,614.89856
674,1889.13176
675,2384.03456
676,2317.50272
677,2223.0208
678,1946.20224
679,1727.14048
680,1482.90752
681,1329.03712
682,1296.9552
683,1348.35392
684,1456.73376
685,1607.73568
686,1819.90112
687,2078.74432
688,1829.20816
689,919.67952
690,352.28376
691,0
692,0
693,0
694,0
695,0
696,134.05704
697,921.7896
698,2140.2568
699,2486.57888
700,2446.34624
701,2362.23072
702,2040.448
703,1736.52
704,1530
705,1383.53728
706,1319.26944
707,1366.6016
708,1444.944
709,1660.48704
710,1999.84544
711,2416.2096
712,2240.50392
713,1400.70552
714,920.81016
715,642.65912
716,609.65864
717,552.81512
718,476.14816
719,493.19384
720,769.0708
721,1279.28096
722,2086.29664
723,2626.26592
724,2571.21568
725,2487.22528
726,2207.57568
727,1890.52928
728,1654.77536
729,1538.7648
730,1462.46496
731,1440.27584
732,1503.8256
733,1698.18048
734,1970.08256
735,2348.8096
736,1949.68432
737,1077.67376
738,671.1688
739,425.8052
740,183.246
741,0.25072
742,50.3752
743,184.1856
744,480.78464
745,1081.5616
746,2266.56552
747,2689.1296
748,2641.90816
749,2553.79744
750,2251.82208
751,1935.824
752,1683.38976
753,1574.368
754,1503.67264
755,1481.86752
756,1529.62432
757,1711.17216
758,1995.95648
759,2411
760,2372.63552
761,1653.24544
762,1114.45824
763,647.25272
764,602.50688
765,194.62832
766,64.8636
767,0
768,329.6756
769,895.33728
770,1986.86432
771,2582.70048
772,2507.65664
773,2433.2848
774,2132.97184
775,1811.0608
776,1573.33312
777,1467.48096
778,1410.52384
779,1378.93056
780,1478.01248
781,1678.82272
782,1976.43744
783,2380.36064
784,2202.39104
785,1360.7812
786,865.61496
787,540.28208
788,202.97272
789,0
790,0
791,0
792,289.9948
793,860.43496
794,1975.40752
795,2569.49824
796,2481.70784
797,2415.16384
798,2135.28704
799,1832.84832
800,1611.72064
801,1530.8384
802,1400.99648
803,1407.0944
804,1494.53664
805,1718.70944
806,2021.36608
807,2430.99328
808,2124.81048
809,1332.82984
810,814.45072
811,502.93904
812,130.0232
813,0
814,0
815,0
816,188.07168
817,759.41264
818,1879.65104
819,2572.38016
820,2508.15776
821,2424.77248
822,2228.6496
823,1921.19808
824,1676.44672
825,1558.29248
826,1475.28736
827,1516.48864
828,1540.36256
829,1677.57216
830,1883.928
831,2156.55712
832,1837.18984
833,1089.03632
834,598.14664
835,233.2388
836,0
837,0
838,0
839,0
840,25.48104
841,636.54904
842,1792.4284
843,2448.5088
844,2417.79936
845,2349.36128
846,2176.72448
847,1922.10208
848,1635.2128
849,1476.51744
850,1443.79168
851,1531.608
852,1693.992
853,1874.74816
854,2054.58368
855,2174.01024
856,1730.95736
857,918.85208
858,380.54312
859,0
860,0
861,0
862,0
863,0
864,72.88232
865,622.77888
866,1697.09832
867,2358.59968
868,2386.82592
869,2336.58656
870,2147.31744
871,1934.8928
872,1745.70464
873,1571.34048
874,1549.51264
875,1539.9072
876,1596.81728
877,1807.70368
878,2079.1248
879,2437.07936
880,2349.89856
881,1752.30976
882,1288.80368
883,831.26712
884,696.49488
885,775.24632
886,910.18752
887,1022.47024
888,1289.56224
889,1470.43888
890,2466.71184
891,2692.25056
892,2624.05088
893,2528.56832
894,2322.61824
895,2076.25856
896,1899.1216
897,1792.13856
898,1725.26272
899,1694.70272
900,1744.29696
901,1891.9904
902,2102.0784
903,2401.89088
904,2643.93176
905,2434.46128
906,2197.43184
907,2056.9444
908,1412.48728
909,1094.15456
910,1150.17488
911,1429.34632
912,1663.10272
913,2200.69944
914,2653.90912
915,2714.9488
916,2665.43424
917,2560.29696
918,2365.91104
919,2060.69536
920,1777.65088
921,1646.20992
922,1580.03392
923,1566.71136
924,1642.69344
925,1796.2704
926,2029.6864
927,2392.41696
928,2250.40688
929,1374.26736
930,909.62648
931,744.45248
932,267.28472
933,18.71384
934,0
935,29.85216
936,311.28784
937,896.63296
938,1968.324
939,2647.49824
940,2582.4064
941,2504.99104
942,2301.86336
943,2003.9504
944,1800.23136
945,1652.55648
946,1657.62112
947,1669.02784
948,1741.68928
949,1825.72544
950,2004.2704
951,2353.23264
952,2031.59968
953,1275.26792
954,822.0416
955,561.9972
956,283.02264
957,62.26272
958,10.07296
959,80.50472
960,367.03312
961,920.07872
962,1926.88696
963,2683.30368
964,2620.62624
965,2525.72928
966,2181.11904
967,1842.12288
968,1579.54112
969,1450.52032
970,1369.71424
971,1332.49568
972,1384.79072
973,1551.28736
974,1863.44352
975,2282.81344
976,1889.26704
977,1168.0544
978,791.76
979,548.5
980,269.82824
981,24.21336
982,0
983,12.90488
984,303.85384
985,853.35736
986,1862.6412
987,2597.17088
988,2526.58432
989,2429.28512
990,2234.3088
991,1957.61408
992,1660.80672
993,1448.2464
994,1328.936
995,1264.456
996,1315.512
997,1455.06912
998,1692.87904
999,1932.15072
1000,1827.13512
1001,1446.73576
1002,836.19112
1003,538.248
1004,254.40712
1005,0
1006,0
1007,0
1008,161.17416
1009,591.66696
1010,1680.37016
1011,2345.10272
1012,2298.31072
1013,2197.08896
1014,1939.64128
1015,1629.67808
1016,1370.2096
1017,1212.43008
1018,1158.78112
1019,1193.91552
1020,1258.69984
1021,1400.872
1022,1629.19296
1023,1851.67168
1024,1639.31288
1025,945.9996
1026,497.30664
1027,156.08808
1028,95.1812
1029,70.35848
1030,20.77864
1031,199.7616
1032,324.3672
1033,878.00224
1034,1812.42992
1035,2403.87328
1036,2340.38464
1037,2248.35232
1038,2055.09952
1039,1794.00352
1040,1524.43392
1041,1376.17344
1042,1329.096
1043,1412.24096
1044,1573.71296
1045,1779.56224
1046,2004.35584
1047,2253.60544
1048,2231.58056
1049,1515.668
1050,1078.06904
1051,869.02768
1052,904.70136
1053,815.17552
1054,818.4724
1055,764.38584
1056,732.54832
1057,1024.3552
1058,1926.91856
1059,2540.75232
1060,2506.20832
1061,2427.512
1062,2134.22816
1063,1770.68416
1064,1496.6
1065,1345.49504
1066,1291.82752
1067,1270.02592
1068,1375.38976
1069,1581.69984
1070,1929.81568
1071,2355.3056
1072,2236.64048
1073,1468.16096
1074,857.07256
1075,568.76448
1076,373.28616
1077,93.28648
1078,0
1079,92.2316
1080,354.4988
1081,917.82648
1082,1911.96584
1083,2646.83104
1084,2558.89184
1085,2516.54784
1086,2339.07776
1087,2101.74848
1088,1882.02944
1089,1752.21664
1090,1677.99712
1091,1656.9072
1092,1733.03808
1093,1850.59232
1094,2002.09408
1095,2351.99968
1096,2169.95096
1097,1528.18456
1098,1105.03576
1099,812.50648
1100,735.01792
1101,701.24432
1102,501.24976
1103,727.58792
1104,936.83192
1105,1647.17616
1106,2408.10944
1107,2621.00544
1108,2649.04512
1109,2631.6656
1110,2479.41696
1111,2227.42912
1112,1986.98048
1113,1893.17536
1114,1873.83136
1115,1840.69504
1116,1848.61824
1117,1934.79488
1118,2126.20896
1119,2437.36704
1120,2317.0136
1121,1613.25904
1122,970.05224
1123,712.15072
1124,374.3368
1125,170.74192
1126,0
1127,11.35216
1128,424.51192
1129,931.22048
1130,1793.692
1131,2574.6752
1132,2541.58432
1133,2443.09952
1134,2249.8144
1135,2020.89856
1136,1813.90176
1137,1733.58592
1138,1662.456
1139,1533.81664
1140,1550.91808
1141,1737.44672
1142,2037.82368
1143,2338.62368
1144,1781.8624
1145,1078.27392
1146,697.88672
1147,499.29808
1148,184.38
1149,0
1150,0
1151,0
1152,168.46064
1153,707.46936
1154,1661.97992
1155,2556.81696
1156,2510.7168
1157,2449.66592
1158,2187.44064
1159,1854.02112
1160,1586.4864
1161,1474.59744
1162,1410.4784
1163,1389.58368
1164,1428.93376
1165,1546.73408
1166,1716.80832
1167,1971.15744
1168,1510.31608
1169,837.97024
1170,463.85
1171,198.37824
1172,0
1173,0
1174,0
1175,0
1176,0
1177,453.90624
1178,1606.07936
1179,2352.76736
1180,2339.79296
1181,2265.27552
1182,1940.272
1183,1670.46336
1184,1439.01216
1185,1259.69024
1186,1185.0144
1187,1184.32544
1188,1263.42304
1189,1377.0528
1190,1598.57728
1191,1846.0288
1192,1442.60528
1193,855.11504
1194,417.59032
1195,162.6848
1196,17.89392
1197,0
1198,0
1199,60.91024
1200,275.53992
1201,634.29472
1202,1549.7652
1203,2338.26208
1204,2317.69728
1205,2274.24544
1206,2034.07232
1207,1756.53792
1208,1526.93536
1209,1383.98368
1210,1345.15968
1211,1395.944
1212,1497.61376
1213,1643.95008
1214,1939.33856
1215,2168.4272
1216,1849.35
1217,1171.5
1218,837.81064
1219,641.9
1220,678.30736
1221,925.96568
1222,836.49576
1223,359.96248
1224,519.33048
1225,1006.10176
1226,1880.57824
1227,2616
1228,2579.104
1229,2497.664
1230,2278.71424
1231,1965.15872
1232,1700.68544
1233,1665.81632
1234,1701.75488
1235,1714.18144
1236,1772.13408
1237,1877.03168
1238,2099.79328
1239,2404.1248
1240,1843.63968
1241,1145.172
1242,874.7672
1243,630.2804
1244,164.2908
1245,0
1246,0
1247,0
1248,180.67336
1249,731.65648
1250,1826.4056
1251,2643.2144
1252,2613.9232
1253,2537.28096
1254,2355.20416
1255,2128.208
1256,1889.88416
1257,1871.45216
1258,1805.7824
1259,1743.21568
1260,1700.5856
1261,1841.12288
1262,2038.49472
1263,2342.51264
1264,1965.8532
1265,1179.35256
1266,747.2632
1267,491.37528
1268,369.45512
1269,42.18776
1270,0
1271,33.35784
1272,296.44424
1273,884.73752
1274,1734.24336
1275,2663.93472
1276,2615.28192
1277,2518.3584
1278,2328.2752
1279,2059.68672
1280,1794.7216
1281,1619.21408
1282,1544.95616
1283,1508.55008
1284,1549.97376
1285,1647.5424
1286,1872.71904
1287,2198.77088
1288,1704.48552
1289,1052.28824
1290,712.55872
1291,507.4
1292,312.3564
1293,48.00584
1294,0
1295,0
1296,228.08344
1297,736.44472
1298,1716.69064
1299,2678
1300,2633.71712
1301,2534.95456
1302,2263.94016
1303,1956.17824
1304,1751.34688
1305,1643.41984
1306,1555.90656
1307,1490.29376
1308,1459.8832
1309,1736.98016
1310,2010.9968
1311,2293.29408
1312,1688.12848
1313,1066.00336
1314,667.06664
1315,442.81864
1316,188.91912
1317,0
1318,0
1319,0
1320,179.66568
1321,699.682
1322,1594.75816
1323,2583.62624
1324,2522.60448
1325,2433.49088
1326,2230.12672
1327,1971.3584
1328,1596.60608
1329,1434.64576
1330,1339.33344
1331,1279.95584
1332,1306.3872
1333,1423.19776
1334,1662.51008
1335,1873.68032
1336,1375.77408
1337,829.10096
1338,398.48504
1339,110.96344
1340,0
1341,0
1342,0
1343,0
1344,0
1345,424.87952
1346,1391.14736
1347,2372.22144
1348,2338.752
1349,2260.88832
1350,1978.1776
1351,1700.58272
1352,1546.46112
1353,1358.37888
1354,1237.55008
1355,1257.07776
1356,1335.1696
1357,1461.79296
1358,1702.20928
1359,1918.8656
1360,1346.91216
1361,684.92352
1362,176.78
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,415.17392
1370,1339.04776
1371,2407.27104
1372,2351.83904
1373,2271.61952
1374,2056.70048
1375,1784.81952
1376,1526.26848
1377,1499.76064
1378,1422.25888
1379,1215.53408
1380,1309.40448
1381,1652.32096
1382,1925.27936
1383,2193.56416
1384,1732.8164
1385,1418.03544
1386,1005.61272
1387,603.22256
1388,860.148
1389,723.48072
1390,673.02576
1391,700.51824
1392,781.21216
1393,1338.17104
1394,2258.31928
1395,2619.80512
1396,2550.17248
1397,2455.01344
1398,2231.74592
1399,1930.46304
1400,1627.32384
1401,1433.9008
1402,1362.22336
1403,1381.11648
1404,1572.51104
1405,1732.26688
1406,1963.27456
1407,2287.1904
1408,1806.7392
1409,1116.80856
1410,720.79552
1411,581.85824
1412,452.1876
1413,215.56192
1414,177.4836
1415,147.28496
1416,315.25384
1417,667.78384
1418,1574.23224
1419,2682.89696
1420,2636.0944
1421,2535.05568
1422,2245.48128
1423,1903.42816
1424,1657.14624
1425,1527.19104
1426,1508.94272
1427,1454.21568
1428,1548.23424
1429,1750.3744
1430,2054.67392
1431,2359.50624
1432,2038.6448
1433,1329.87712
1434,849.78888
1435,628.97648
1436,461.2428
1437,156.85632
1438,51.0088
1439,96.72872
1440,303.52952
1441,743.70784
1442,1510.49632
1443,2546.76544
1444,2512.0128
1445,2424.16896
1446,2190.60704
1447,1946.94528
1448,1773.27392
1449,1720.37472
1450,1755.12928
1451,1748.30976
1452,1781.66176
1453,1932.10432
1454,2180.63328
1455,2412.22816
1456,1665.896
1457,971.21968
1458,560.29784
1459,325.63768
1460,48.80656
1461,0
1462,0
1463,0
1464,0
1465,449.95656
1466,1263.0652
1467,2517.97056
1468,2506.43904
1469,2448.6096
1470,2262.83072
1471,1950.86624
1472,1704.408
1473,1507.49984
1474,1485.75584
1475,1495.4032
1476,1551.38816
1477,1681.25664
1478,1918.95776
1479,2123.6048
1480,1293.946
1481,730.51208
1482,384.80624
1483,158.3248
1484,0
1485,0
1486,0
1487,0
1488,0
1489,287.38168
1490,1190.10712
1491,2365.62656
1492,2343.16672
1493,2237.25792
1494,2082.5776
1495,1933.7168
1496,1894.23872
1497,1837.27872
1498,1702.85024
1499,1532.87808
1500,1500.52224
1501,1620.82368
1502,1778.68448
1503,1972.44512
1504,1127.7644
1505,585.18936
1506,279.77808
1507,77.30984
1508,0
1509,0
1510,0
1511,0
1512,0
1513,400.018
1514,1298.34696
1515,2424.43616
1516,2401.40288
1517,2336.06688
1518,2025.35264
1519,1708.18592
1520,1451.3712
1521,1357.09792
1522,1344.27808
1523,1382.3008
1524,1484.49856
1525,1679
1526,2018.49952
1527,2353.76064
1528,2383.26064
1529,2105
1530,1596.88272
1531,1158.7
1532,1123.56424
1533,833.7956
1534,749.14416
1535,756.32528
1536,957.44808
1537,1330.56104
1538,2037.73472
1539,2716.45504
1540,2702.08512
1541,2552.92896
1542,2213.5712
1543,1847.35168
1544,1532.11008
1545,1358.64576
1546,1287.6096
1547,1277.95264
1548,1370.296
1549,1612.50464
1550,1856.62784
1551,2302.62816
1552,1672.89752
1553,1003.15984
1554,591.43984
1555,304.1864
1556,407.50008
1557,523.30528
1558,604.54936
1559,563.66768
1560,596.64816
1561,1159.23576
1562,1747.68712
1563,2534.38528
1564,2525.20736
1565,2424.14112
1566,2103.29248
1567,1763.35584
1568,1532.77792
1569,1420.99936
1570,1354.89344
1571,1344.288
1572,1410.65408
1573,1616.03936
1574,2000.80768
1575,2393.48768
1576,1727.99664
1577,1077.09296
1578,697.6
1579,490.518
1580,303.43072
1581,6.34168
1582,0
1583,0
1584,0
1585,489.46
1586,1372.09184
1587,2640.76192
1588,2675.35072
1589,2546.25664
1590,2200.60896
1591,1881.85216
1592,1697.88864
1593,1603.94912
1594,1563.59744
1595,1535.224
1596,1600.91456
1597,1790.64032
1598,2050.25472
1599,2445.4928
1600,1688.27136
1601,1099.06072
1602,689.8008
1603,497.93792
1604,241.1036
1605,0
1606,0
1607,0
1608,103.17648
1609,587.67616
1610,1498.6284
1611,2595.66816
1612,2538.89728
1613,2472.60704
1614,2264.88352
1615,1975.07968
1616,1682.18368
1617,1615.0848
1618,1558.22944
1619,1539.70464
1620,1582.72064
1621,1732.54752
1622,2014.46912
1623,2307.45568
1624,1553.9636
1625,995.74736
1626,641.95128
1627,431.29864
1628,184.76136
1629,0
1630,0
1631,0
1632,142.0896
1633,552.8064
1634,1379.50472
1635,2592.10464
1636,2566.07264
1637,2450.83904
1638,2148.65824
1639,1843.67232
1640,1594.04
1641,1485.02944
1642,1415.69728
1643,1351.37824
1644,1382.5776
1645,1506.7184
1646,1723.40768
1647,1934.9104
1648,1196.6376
1649,652.15
1650,388.9736
1651,248.70592
1652,0
1653,0
1654,0
1655,0
1656,35.0732
1657,329.45912
1658,1115.87992
1659,2371.46016
1660,2351.86784
1661,2236.51648
1662,1934.4544
1663,1655.73056
1664,1519.93632
1665,1520.07936
1666,1472.67808
1667,1287.79744
1668,1468.8896
1669,1565.65696
1670,1683.952
1671,1839.70432
1672,1278.7252
1673,823.8648
1674,301.04024
1675,133.30936
1676,0
1677,0
1678,0
1679,0
1680,0
1681,178.63064
1682,1083.32112
1683,2134.55072
1684,2316.46368
1685,2303.8656
1686,2068.98272
1687,1713.9136
1688,1448.8976
1689,1310.50688
1690,1283.92128
1691,1286.40736
1692,1346.43552
1693,1553.79136
1694,1853.82176
1695,2243.53408
1696,1675.38744
1697,1022.7164
1698,532.60776
1699,227.42776
1700,250.27776
1701,185.8432
1702,132.10032
1703,90.956
1704,276.57768
1705,653.78456
1706,1378.82664
1707,2404.34144
1708,2594.3744
1709,2533.15104
1710,2254.6288
1711,1921.5664
1712,1621.43488
1713,1452.62368
1714,1352.7104
1715,1374.27136
1716,1445.8096
1717,1632.48032
1718,1941.02432
1719,2335.30912
1720,1649.36792
1721,1054.93712
1722,695.47456
1723,447.89144
1724,310.54
1725,268.85384
1726,200.12968
1727,159.82352
1728,303.49416
1729,693.82288
1730,1367.54248
1731,2430.92608
1732,2604.08608
1733,2576.3568
1734,2329.02848
1735,2035.40896
1736,1777.22272
1737,1601.38112
1738,1536.48992
1739,1497.0176
1740,1531.61632
1741,1645.06656
1742,1864.88448
1743,2266.2832
1744,1671.9056
1745,1133.7416
1746,753.35056
1747,607.2992
1748,349.87888
1749,119.02376
1750,57.02328
1751,50.56912
1752,225.01912
1753,653.95304
1754,1446.87088
1755,2477.7056
1756,2598.76192
1757,2566.04288
1758,2321.59808
1759,1979.8512
1760,1675.15104
1761,1556.37248
1762,1452.82464
1763,1407.01664
1764,1490.44736
1765,1623.28352
1766,1892.65056
1767,2290.37632
1768,1605.21816
1769,1081.84616
1770,793.8
1771,624.5
1772,348.42776
1773,134.98144
1774,40.54952
1775,159.73232
1776,287.88136
